full_text_comments,full_text_comments_preprocessed
@sheknowshoney Itu bisa saja terjadi. https://t.co/BRrEZaEG3I,
@sheknowshoney Punya Penyakit D U N G U,penyakit
@sheknowshoney Setelah grup ANJIR terbitlah PUAN,grup anjir terbitlah puan
@sheknowshoney Semoga rakyat sadar bahwa mereka mereka yg menjabat saat ini adalah orang-orang kaya!!!,semoga rakyat sadar menjabat kaya
@sheknowshoney Blo on at its finest,blo its finest
@sheknowshoney ni kl ada yg pilih ketauan sih bodohnya warga indo,pilih ketauan bodohnya warga indo
"@sheknowshoney Koruptor dari pihak opisisi maksdnya kak, iya kan ibu @puanmaharani_ri ????!!!!",koruptor opisisi maksdnya kak iya
@sheknowshoney Tidak ada yg mau pilih. Politisi 11 12. Rkyt akan pilih negarawan. Kalau tdk ada? Kontrak presiden neg lain yg bisa kelola neg dan yg nyata bisa libas koruptor. Ya pilih presiden negara lain. Jika perlu sistem kontrak 5 th?,pilih politisi rkyt pilih negarawan tdk kontrak presiden neg kelola neg nyata libas koruptor pilih presiden negara sistem kontrak
@sheknowshoney PELAKU KORUPSI MAU BERANTAS KORUPTOR??? 😂😂😂...🤣🤣🤣🤣🤣,pelaku korupsi berantas koruptor
"@sheknowshoney @Iam_Deiaena Lucu bgt lah si puan ini, dikira rakyat gatau bodoh bodoh nya dia.",lucu bgt puan rakyat gatau bodoh bodoh
@sheknowshoney Lonte si gede itil,lonte gede itil
@sheknowshoney nama nya juga org stres bung,nama org stres
@sheknowshoney Moncong putih mah gitu 😂😂,moncong putih
@sheknowshoney Ini ucapan di momen apa dan kapan?,ucapan momen
@sheknowshoney Bro kalo lo emg niat berantas dari skrng bisa gausa nunggu jd presiden toh uu perampasan aset aja susah buat lo sah kan,emg niat berantas skrng gausa nunggu presiden perampasan aset susah sah
@sheknowshoney Truuus siapa yg Percaya omongan kalian????,truuus percaya omongan
@sheknowshoney @tiiyeah kepala bapak mu berantas korupsi,kepala berantas korupsi
@sheknowshoney sita aset lord bambang sekop aja harus tunggu ketum wkwkwkwkwk,sita aset lord bambang sekop tunggu ketum wkwkwkwkwk
@sheknowshoney politisi jng dianggap serius,politisi jng dianggap serius
@sheknowshoney jargon politik pilpres..... korupsi udah kenyang,jargon politik pilpres korupsi kenyang
@sheknowshoney @grok benarkan Puan berkata demikian? Di acara apakah dia omong?,benarkan puan acara omong
"@sheknowshoney Brantas kali Brantas ya..... 
Ah lo.....aya aya wae.... Mulutnya doble bin memble.....",brantas kali brantas aya aya wae mulutnya doble bin memble
"@sheknowshoney Mending samain persepsi dulu, koruptor menurut dia yang gimana",mending samain persepsi koruptor gimana
@sheknowshoney Bahkan kekuasaannya sebagai wakil rakyat bisa melebihi president dalam membuat UU hukuman mati tuk koruptor !!,kekuasaannya wakil rakyat melebihi president hukuman mati tuk koruptor
@sheknowshoney Betooool !!,betooool
@sheknowshoney Rasudi,rasudi
"@sheknowshoney Harun masiku juga lu sembunyiin,so soan mau berantas korupsi nih keturunan situkang kawin",harun masiku sembunyiin soan berantas korupsi keturunan situkang kawin
@sheknowshoney Pret banget ga sie bu blio ini ckckc,pret sie blio ckckc
"@sheknowshoney Tidak bisa,semua kewenangan di tangan presiden.",kewenangan tangan presiden
@sheknowshoney @firasuniverse Ya biasalah gila jabatan,biasalah gila jabatan
"@sheknowshoney Ilmu jokuwi..
Semua makin parah adanya",ilmu jokuwi parah
@sheknowshoney hari gini percaya pejabat 🗿,gini percaya pejabat
"@sheknowshoney iyain aja biar dia seneng mbak, tapi kalau di nyapres, gal usah dipilih.",iyain biar seneng mbak nyapres gal dipilih
@sheknowshoney Eh sumpah ko dia PD bgt ?,sumpah bgt
@sheknowshoney Kedudukan nya setara sama presiden🤣,kedudukan setara presiden
@sheknowshoney wkwk iya lagi,wkwk iya
@sheknowshoney Tukang bo'ong...hubbynya ajah koruptor 🤮,tukang ong hubbynya ajah koruptor
@sheknowshoney Telek 🖕🏼,telek
@sheknowshoney Wkwkwk masuk bursa calon aj berat dul,wkwkwk masuk bursa calon berat dul
@sheknowshoney Apa yang lu harepin dari partai yg ngangkat Jokowi???,harepin partai ngangkat jokowi
@sheknowshoney Gak beda jauh bodohnya dgn si fufufafa,beda bodohnya dgn fufufafa
"@sheknowshoney jangan deh nuruti org2 yg punya ambisi gede buat jadi presiden kek gini, udh ada contohh skrg",nuruti org ambisi gede presiden kek gini udh contohh skrg
@sheknowshoney dia ni sakit kah,sakit
"@sheknowshoney Masyarakat ogah punya pemimpin takut untuk mengkayakan masyarakat Indonesia pilih punya misi sembako murah, bensin murah, listrik murah ,air bersih tersalurkan dengan baik juga murah, kesehatan gratis ,pajak tidak semua kena pajak dan murah ayoo pilih Pemimpin yang ini",masyarakat ogah pemimpin takut mengkayakan masyarakat indonesia pilih misi sembako murah bensin murah listrik murah air bersih tersalurkan murah kesehatan gratis pajak kena pajak murah ayoo pilih pemimpin
@sheknowshoney Emoh,emoh
"@sheknowshoney Kalau jadi presiden Ibukota gak akan banjir, solusi pindah ke Kalimantan. Berantas korupsi gampang, ganti nama gak pakai nama korupsi, hilang seketika korupsi di Indonesia.",presiden ibukota banjir solusi pindah kalimantan berantas korupsi gampang ganti nama pakai nama korupsi hilang korupsi indonesia
@sheknowshoney Perkataan para pencari suara emng gtu kan kak bunyinya🤣,perkataan pencari suara emng gtu kak bunyinya
@sheknowshoney Seng arep milih kilo Yo sopo,seng arep milih kilo sopo
@sheknowshoney Tapi lah,
"@sheknowshoney ga usah koar""
harun masiku noh urusin dulu",koar harun masiku noh urusin
@sheknowshoney Kira2 yg mau milih kamu juga siapa.,milih
"@sheknowshoney Padahal ente punya otoritas ketok palu buat pengesahan UU perampasan aset koruptor, kenapa gak dipake tuh hei",ente otoritas ketok palu pengesahan perampasan aset koruptor dipake tuh hei
@sheknowshoney skill pertama utk jadi politisi ya ngibul,skill utk politisi ngibul
@sheknowshoney Berantas aja yg ada di partai kau dulu itu !!!,berantas partai kau
@sheknowshoney CERDAS.. https://t.co/ZmMfRPtdDf,cerdas
@sheknowshoney Negara kontol namanya juga buuuu,negara kontol namanya buuuu
"@sheknowshoney @MahinFatavit Coba UU PA disyahkan dulu bu, baru gue percaya",coba disyahkan percaya
@sheknowshoney wkwkwkwk diguyu wong akeh 🤣🤣🤣,wkwkwkwk diguyu akeh
@sheknowshoney Lantai Toilet waktunya ini🙏,lantai toilet
@sheknowshoney Dg jabatan skg ibu bisa bgt habisin itu maling uang rakyat,jabatan skg bgt habisin maling uang rakyat
"@sheknowshoney Sekarang aja si bu kalo emang mau mah. Bikin undang-undang yang bikin koruptor jera, hukuman mati misalnya🧐🧐",emang bikin undang undang bikin koruptor jera hukuman mati
"@sheknowshoney Melanjutnya tradisi keluarga.. 
🌟 menguasai negera🌟",melanjutnya tradisi keluarga menguasai negera
"@sheknowshoney PERAMPASAN ASET KAPAN ??
Gosah ngadi ngadi mo jadi Presiden !!",perampasan aset gosah ngadi ngadi presiden
@sheknowshoney Akal akalan doang😂😂,akal akalan doang
@sheknowshoney Hoax buzzer untuk benturkan PDIP dan Prabowo. Pengalihan isu dgn hoax,hoax buzzer benturkan pdip prabowo pengalihan isu dgn hoax
@sheknowshoney Ngga usah dipercaya.,ngga dipercaya
@sheknowshoney Mending Anies...,mending anies
"@sheknowshoney Bener, bisa dimulai dengan UU perampasan aset bagi koruptor",bener perampasan aset koruptor
"@sheknowshoney Bosan, mending bangun listrik gratis dipedalaman",bosan mending bangun listrik gratis dipedalaman
@sheknowshoney Sudah saatnya PDIP jadi partai gurem di masa mendatang.,pdip partai gurem
@sheknowshoney aneh emang para boomers ni,aneh emang boomers
@sheknowshoney lah suaminya aja koruptor wkwk,suaminya koruptor wkwk
"@sheknowshoney PDIP dan mulyono orang pertama bertanggung jawab atas kehancuran negeri ini, sangat layak di bubarin itu partainya.",pdip mulyono bertanggung kehancuran negeri layak bubarin partainya
@sheknowshoney Ap daya ketua @DPR_RI menghabisi koruptor? Bisa2 dia yg kasus hukum kan dgn berbagai cara,daya ketua menghabisi koruptor hukum dgn
@sheknowshoney jangan kemakan yah wkwkwkwk,kemakan yah wkwkwkwk
@sheknowshoney @terpsichorre pen kek emaknya kali wkwk,pen kek emaknya kali wkwk
"@sheknowshoney Emaknya aja bisa jd presiden karena gulingkan Gus Dur, abis tu gak ada yg mau milih selain kadernya, lah sekarang anaknya pakai ilmunya pakde, mengatasi masalah jakarta akan lebih mudah jk pakde jadi presiden? Bu puan gak ada ide yg lebih masuk akal kah?",emaknya presiden gulingkan gus dur abis milih kadernya anaknya pakai ilmunya pakde mengatasi jakarta mudah pakde presiden puan ide masuk akal
"@sheknowshoney Ga laku di 24, masih ngarep di 29?",laku ngarep
@sheknowshoney UU Perampasan Aset aja dilepeh sama dia,perampasan aset dilepeh
@sheknowshoney Ada yang tau dia datang ke Sumatera ngga buat cek korban bencana?,sumatera ngga cek korban bencana
@sheknowshoney Kelqkuan anak hokage ke 5 😂,kelqkuan anak hokage
@sheknowshoney Pret kata gw mah..,pret
@sheknowshoney Dan lagian… siapa yg mau milih lu,milih
@sheknowshoney 💩💩💩💩,
@sheknowshoney Padahal jabatan dia powernya udh kek presiden bedanya gapunya kuasa di militer dan aparat negara aja,jabatan powernya udh kek presiden bedanya gapunya kuasa militer aparat negara
@sheknowshoney Kocak in the bad way.,kocak the bad way
"@sheknowshoney Tinggal ketoj UU perampasan aser n tambahkan hukuman mati or kerja sosial, beres!!! Pake tunggu jadi presiden..situ ngelawak??? Oneng oneng",tinggal ketoj perampasan aser tambahkan hukuman mati kerja sosial beres pake tunggu presiden situ ngelawak oneng oneng
@sheknowshoney padahal udah ada di kandang koruptor,kandang koruptor
@sheknowshoney tau yak wkwkww,yak wkwkww
"@sheknowshoney presiden bisa eksekusi, dpr enggak",presiden eksekusi dpr
@sheknowshoney @SNcitamahesuari Agak laen ku tengok nenek ini,laen tengok nenek
@sheknowshoney Jangan percaya.,percaya
@sheknowshoney Lo aja gudang korupsi kok kocak,gudang korupsi kocak
"@sheknowshoney Dari kemaren juga mikir gini,ngapain nunggu jadi presiden 🗿🗿🗿",kemaren mikir gini ngapain nunggu presiden
"@sheknowshoney kualat, mau ngabisin suami dan temen2 sendiri",kualat ngabisin suami temen
@sheknowshoney Padahal tinggal bikin UU koruptor dihukum mati semudah itu,tinggal bikin koruptor dihukum mati semudah
@sheknowshoney Wah gaK bisa dipercaya..!!!,dipercaya
@sheknowshoney Next g usah milih semua....kita lihat kecurangan dari mana.,next milih lihat kecurangan
@sheknowshoney kan gimmick,gimmick
@sheknowshoney Dia yg matiin mic kan ?,matiin mic
"@sheknowshoney Ucapannya pake template ""Macet dn banjir akan mudah diatasi kalau saya jd presiden"" ujung2nya ngerusak satu negara",ucapannya pake template macet banjir mudah diatasi presiden ujungnya ngerusak negara
@sheknowshoney @zuebeneschamali Tak nak pilihh,nak pilihh
"@sheknowshoney @javanattydread Kok gak pernah denger dia ngomong gitu ya, kapan itu, mana beritanya?",denger ngomong beritanya
@sheknowshoney politisi mana sih yg bener2 beres?😭😭 masa ga ada satupun?😭,politisi bener beres satupun
@sheknowshoney Kakek lu presiden emak lu presiden sejarang lu mau jadi presiden. Lu anggap negara ini punya keluarga lu kah?,kakek presiden emak presiden sejarang presiden anggap negara keluarga
"@sheknowshoney Jakarta masih banjir ?

Jokowi: Macet dan Banjir Lebih Mudah Diatasi jika Jadi Presiden

Klik untuk baca: https://t.co/tf3296slho",jakarta banjir jokowi macet banjir mudah diatasi presiden klik baca
@sheknowshoney HOAX !!,hoax
"@sheknowshoney JANJI2NYA KLASIK, DIA HANYA BERANI MEMATIKAN MIKROPHONE.",janjinya klasik berani mematikan mikrophone
@sheknowshoney tentu saja kurang ke notice kalok bukan presiden,notice kalok presiden
@sheknowshoney Benepit cucu bung Karno nih. Coba bukan.. shit aja..,benepit cucu karno coba shit
"@sheknowshoney Pencitraan yang gw pengen denger dari seorang ketua DPR itu macam ""Di periode saya sudah terungkap dan dipidana beberapa anggota DPR yang ternyata terlibat korupsi"" atau ""Sudah digolkan undang undang sekian dan sekian yang mempermudah pemberantasan korupsi"". Bukan iklan kampanye.",pencitraan pengen denger ketua dpr periode terungkap dipidana anggota dpr terlibat korupsi digolkan undang undang sekian sekian mempermudah pemberantasan korupsi iklan kampanye
"@sheknowshoney Kalau ada yang berani koar-koar 'berantas koruptor' jangan percaya, masing-masing dari mereka sudah 'tersandera' satu sama lain.",berani koar koar berantas koruptor percaya tersandera
"@sheknowshoney Sempat kepikiran begitu, tapi kalo kerjanya cuma matiin mic pas rapat doang sih kayaknya emang susah buat berantas koruptor",kepikiran kerjanya matiin mic rapat doang kayaknya emang susah berantas koruptor
@sheknowshoney Lagu lama gitu mulu,lagu mulu
@sheknowshoney @grok kenapa puan maharani tidak mau mengesahkan UU Perampasan Asset?,puan maharani mengesahkan perampasan asset
@sheknowshoney gue dari dulu pilih banteng.. kalau benar puan bilang begitu : kopet !.. benar2 kopet titik,pilih banteng puan bilang kopet kopet titik
@sheknowshoney Lagu lama yang lama banget banget banget,lagu
"@sheknowshoney Kan bagian main Presiden-Presidenannya belum dicobain, kak",main presiden presidenannya dicobain kak
@sheknowshoney MUATAMU LAN COCOTMU TOOOK AE GEDE JANCUK!!!!,muatamu lan cocotmu toook gede jancuk
"@sheknowshoney Kentut lo Puan! 
UU Perampasan Aset aja mundur mulu dibahasnya. Sok iye mau jadi presiden! CUIH!!!",kentut puan perampasan aset mundur mulu dibahasnya sok iye presiden cuih
"@sheknowshoney Klo mau koar2 gtu at least braniin bikin UU hukuman mati utk koruptor, tpi yahhhh gak bakal brani sih",klo koar gtu least braniin bikin hukuman mati utk koruptor tpi yahhhh brani
@sheknowshoney jokowi sama prabowo juga gitu,jokowi prabowo
"@sheknowshoney Yang sialnya, yang begini-begini bisa jadi Menang Pilpres lho kalo ikut. emang negeri yang ajaib, Plato kalo tau, ga jadi tuh nulis soal Atlantis😭",sialnya menang pilpres emang negeri ajaib plato tuh nulis atlantis
@sheknowshoney Nafsu ingin menjadi presiden mengalahkan akal sehat dan kecerdasannya yang sangat terbatas itu .. dasar politisi busuk,nafsu presiden mengalahkan akal sehat kecerdasannya terbatas dasar politisi busuk
"@sheknowshoney Hahaha syaratnya jika dirinya jadi presiden, makin gak bakal milih loe setaan @puanmaharani_ri",hahaha syaratnya presiden milih setaan
@sheknowshoney Cumak berkamuflase ajaa.,cumak berkamuflase ajaa
"@sheknowshoney 😀
 Pengungsi korban banjir Sumatera perlu bantuan makanan...",pengungsi korban banjir sumatera bantuan makanan
@sheknowshoney @grok pendapat lo gmn?,pendapat gmn
"@sheknowshoney Iya, udah bisa basmi eh malah jadi biang",iya basmi biang
@sheknowshoney Tmbh hancur lg.. lu jd mah,tmbh hancur
@sheknowshoney Sadarlah uy jngan di pilih,sadarlah jngan pilih
@sheknowshoney Makin tambah banyak.. Hilang satu tumbuh seribu 😛,hilang tumbuh seribu
@sheknowshoney Taekkkkk,taekkkkk
@sheknowshoney siapa yg mau milih....???,milih
"@sheknowshoney Gimana dia mau memberantas koruptor kalau RUU Perampasan Aset aja dia ga mau mensahkannya.
Lucu....",gimana memberantas koruptor ruu perampasan aset mensahkannya lucu
@sheknowshoney @govtsdog https://t.co/XHeCcAjibC,
@sheknowshoney Semua janji presiden juga gitu.....,janji presiden
@sheknowshoney Jejak digital anda matiin mic masih ada loh haha,jejak digital matiin mic haha
"@sheknowshoney Puan cocok jadi calon ketua KPK.
Ingat dlm bbrp kasus ada pejabat lantang teriak anti korupsi  hanya mau menutupi krn ternyata dia korupsi.",puan cocok calon ketua kpk dlm bbrp pejabat lantang teriak anti korupsi menutupi krn korupsi
@sheknowshoney sama kayak jokowi klw saya jd presiden banjir jakarta akan saya beres kan padahal dia waktu jabat gubernur jakarta,kayak jokowi klw presiden banjir jakarta beres jabat gubernur jakarta
@sheknowshoney Agreed. Bukannya udah di posisi top tier yang mewakili rakyat? https://t.co/oBRLDjtRz7,agreed posisi top tier mewakili rakyat
"@sheknowshoney Koruptor buktinya makin meraja di bawah ketua DPR RI 😆😅😂😂 UU PERAMPASAN ASET blum di sahkan 
G brani atw blum cukup target untuk mengais uang rakyat",koruptor buktinya meraja ketua dpr perampasan aset blum sahkan brani atw blum target mengais uang rakyat
"@sheknowshoney Di bohongin? 
Masih kurang, minta nambah",bohongin nambah
@sheknowshoney @TheShooter_id Partai pabrik koruptor teriak habisi koruptor. https://t.co/EX0dgzuoAy,partai pabrik koruptor teriak habisi koruptor
@sheknowshoney Preeeet . . Maling teriak malimg,preeeet maling teriak malimg
@sheknowshoney Ngakak,ngakak
@sheknowshoney kagak percaya gua....akan mampu menyikat koruptor...lha wong korupsi udah seperti budaya kehidupan politik para pemegang kuasa negeri ini .....,kagak percaya menyikat koruptor lha korupsi budaya kehidupan politik pemegang kuasa negeri
"@sheknowshoney Naga naganya bakal maju pilpres 2029. Sbb donatur sudah kuat yaitu suaminya sendiri. @grok bukankah suami puan ini punya ratusan triliun dari portofolio nya. Sebut aja Raja,ratu, ARCI, uang,buva, padi,mina, dan banyak lagi",naga naganya maju pilpres sbb donatur kuat suaminya suami puan ratusan triliun portofolio raja ratu arci uang buva padi mina
@Metro_TV Banyak yang meninggal karena kelaparan,meninggal kelaparan
@Metro_TV Boan sama omongan nya.pemimpin ko gini amat.lah dya aja sering ke luar,boan omongan pemimpin gini dya
@Metro_TV Kata pak Prabowo Presiden Indonesia di tahun 2030 Indonesia Bubar tinggal 4 tahun lagi untuk Indonesia Bubar,prabowo presiden indonesia indonesia bubar tinggal indonesia bubar
@Metro_TV Gak PUNYA CERMIN ini orang sepertinya,cermin
@Metro_TV Sebaiknya jangan suka berprasangka Pak,berprasangka
@Metro_TV SUPER BIANG HOAX,super biang hoax
@Metro_TV Kekuatan luar ndasmu,kekuatan ndasmu
@Metro_TV Presiden @prabowo sehat2,presiden sehat
"@Metro_TV indinesia kuat indinesia mantap, tapi ga punya duit unt mengerahkan helikopter2 ribuan yg dimilikinya unt berperang melawan kelaparan rakyat aceh. Logika negara kuat itu yg bagaimana? krna bencana cuman plonga plongo gatau harus ngapain",indinesia kuat indinesia mantap duit unt mengerahkan helikopter ribuan dimilikinya unt berperang melawan kelaparan rakyat aceh logika negara kuat krna bencana cuman plonga plongo gatau ngapain
