full_text_comments,full_text_comments_preprocessed
@yusuf_dumdum @prabowo @Gerindra udh habis berpa T buat MBG dan hasilnya apa?,udh habis berpa mbg hasilnya
"@yusuf_dumdum @prabowo @Gerindra Memang ga keberesan model MBG ini,muak liat nya,ga bermutu.",keberesan model mbg muak bermutu
@yusuf_dumdum @prabowo @Gerindra Ini hari libur masih di beri untuk 1 Minggu harusnya ya Alhamdulillah. Tidak sekolah masih diperhatikan,libur minggu alhamdulillah sekolah diperhatikan
@yusuf_dumdum @prabowo @Gerindra Pak WaPres @gibran_tweet ?,wapres
@yusuf_dumdum @prabowo @Gerindra https://t.co/rtMVFEzZg2,
"@yusuf_dumdum @prabowo @Gerindra Bila keuntungan MBG Rp.1000 x 1 juta anak  saja sudah 1 milyar.

Kalau ada 10 juta anak x 1000 x seminggu udah brapa itu.... 🇲🇨🤣

MERDEKAAA!!! 🇲🇨 https://t.co/oODYgLKjmw",keuntungan mbg juta anak milyar juta anak seminggu brapa merdekaaa
"@yusuf_dumdum @prabowo @Gerindra Respect bgt sama ibunya! Berani suarain keresahan soal MBG yang dirapel  Emang bener sih, nutrisi anak ga bisa ditunda-tunda. Semoga bisa jadi masukan buat pemerintah biar program bagus ini makin bagus lagi kualitasnya!",respect bgt ibunya berani suarain keresahan mbg dirapel emang bener nutrisi anak ditunda tunda semoga masukan pemerintah biar program bagus bagus kualitasnya
@yusuf_dumdum @prabowo @Gerindra MBG itu program bagus kalo diurus dgn baik. Tapi ini malah jadi ladang korupsi baru bagi pejabat2 terkait. Dan sebagai alat utk kampanye nanti di pilpres 2029.,mbg program bagus diurus dgn ladang korupsi pejabat terkait alat utk kampanye pilpres
@yusuf_dumdum @prabowo @Gerindra Udah under spek gitu jlas bnget dikorupsi,under spek jlas bnget dikorupsi
@yusuf_dumdum @prabowo @Gerindra Semoga di tahun 2026 petinggi BGN yang korupsi kena stroke mendadak.... Soalnya suka menipu dan intimidasi verbal rakyat....  Amin...🤲🤲🤲🤲🤲🤲,semoga petinggi bgn korupsi kena stroke mendadak menipu intimidasi verbal rakyat amin
"@yusuf_dumdum @prabowo @Gerindra Peduli apa gua🤭,intinya gua kaya dan masih idup,walau biji dah ilang 1",peduli intinya kaya idup biji dah ilang
@yusuf_dumdum @prabowo @Gerindra kalau pas liburan mbg di stop utk bayar cicilan mobil box gimana?,liburan mbg stop utk bayar cicilan mobil box gimana
@yusuf_dumdum @prabowo @Gerindra PROGRAM BUAT BANCAKAN,program bancakan
"@yusuf_dumdum @prabowo @Gerindra Sudah saatnya kita terus mendorong evaluasi dan Kerja Nyata perbaikan, agar kedepannya #LanjutkanMBG bisa berjalan semakin baik dan berkualitas, dan menjangkau seluruh wilayah Indonesia 🙏",mendorong evaluasi kerja nyata perbaikan kedepannya lanjutkanmbg berjalan berkualitas menjangkau wilayah indonesia
"@kompascom Melayani &amp; mengayomi rakyat aja gak becus, pake ditambah tugasnya jadi petani jagung?? Yg ngide begini uteknya musti di-service ke bengkel overhaul, adaaaa..aja modusnya ngadalin anggaran",melayani amp mengayomi rakyat becus pake ditambah tugasnya petani jagung ngide uteknya musti service bengkel overhaul adaaaa modusnya ngadalin anggaran
"@kompascom Polisi kok suruh nanam jagung, ya terbengkalai.

Suruh respon laporan warga aja terbengkalai, ini suruh nanam jagung.",polisi suruh nanam jagung terbengkalai suruh respon laporan warga terbengkalai suruh nanam jagung
@kompascom Petani jadi polisi..polisi jadi petani,petani polisi polisi petani
"@kompascom Polisi tugasnya mengayomi dan melindungi masyarakat, bukan Nanam Jagung !!!",polisi tugasnya mengayomi melindungi masyarakat nanam jagung
@kompascom Paling ujungnya di jual ke pengembang,ujungnya jual pengembang
@kompascom ngerjain kerjaannya gabisa. skarang bertanipun gagal. emg bisanya cuma nyusahin rakyat doang,ngerjain kerjaannya gabisa skarang bertanipun gagal emg bisanya nyusahin rakyat doang
@kompascom Tugas pemerintah ya ngatur2 &amp; perintah2. Ancur lah kalo ikutan main,tugas pemerintah ngatur amp perintah ancur ikutan main
@kompascom Gimana awalnya koq bisa terbengkalai mang gak melalui proses perencanaan yg matang?? atau mang buat pencitraan aja.??,gimana koq terbengkalai mang proses perencanaan matang mang pencitraan
"@kompascom Kelakuannya gak berubah ubah,cuma buat ceremony pencitraan ,biar terlihat kerja.😁😁",kelakuannya berubah ubah ceremony pencitraan biar kerja
"@kompascom Yg penting duit udah mengalir, peduli amat jagungnya 🤨",duit mengalir peduli jagungnya
"@kompascom Sama kek Gibran, gak mau dipikir dl kerjanya..",kek gibran dipikir kerjanya
"@kompascom D musnakan 
Trus pengembang tgl bgun perumahan yg mewah dgn hrga mahal.
JD ini cuma ajang pansos wapres klw dia bneran kerja.",musnakan trus pengembang tgl bgun perumahan mewah dgn hrga mahal ajang pansos wapres klw bneran kerja
"@kompascom Ladang jagung
Untuk ketahanan pangan
Diresmikan wapres terbaik sepanjang sejarah indonesia
Di evaluasi

Oleh polisi",ladang jagung ketahanan pangan diresmikan wapres terbaik sejarah indonesia evaluasi polisi
@kompascom MENANAM . . tak berarti MEMANEN. . . 😁😁😁 . . duwit rakyat DIHAMBUUR2-IN. . . emang dancuuuuk. . .,menanam memanen duwit rakyat dihambuur emang dancuuuuk
@kompascom Negara ini sdh terlalu parah dan gak ketolong lg rakus dan korupsi nya,negara sdh parah ketolong rakus korupsi
@kompascom Pas itu ternak dilepas bisa kenyang2,ternak dilepas kenyang
@kompascom Lembaga negara ini udah sm kayak baby sitter keluarga solo.,lembaga negara kayak baby sitter keluarga solo
@kompascom Kerjaaan utama diberesin dulu urusan jagung serahkan ke petani asli..,kerjaaan utama diberesin urusan jagung serahkan petani asli
@kompascom Wong ancen ora niat tandur mubg niat nyairno duit tok,ancen ora niat tandur mubg niat nyairno duit tok
"@kompascom @msaid_didu Pinter sekali kakak nya @kaesangp ini ya.. lanjutkan mas @gibran_tweet , mantab pak @jokowi .",pinter kakak lanjutkan mas mantab
@kompascom @susipudjiastuti @DivHumas_Polri @gibran_tweet @mohmahfudmd @JimlyAs 🤣👎,
@kompascom Jangan2 modus spy tanah ladang akan disulap jadi dikuasai oligarki,modus spy tanah ladang disulap dikuasai oligarki
@kompascom Lulusan Pertanian kurang kah sampai mereka yang buka lahan jagung?,lulusan pertanian buka lahan jagung
@kompascom @msaid_didu Oooo alah wapres 58 ta,oooo alah wapres
"@kompascom Malas ngurusnya, gk ada duitnya.",malas ngurusnya duitnya
@kompascom @susipudjiastuti Yang penting nomor satu pencitraan seperti buapaknya.,nomor pencitraan buapaknya
"@kompascom Yg di tangerang depan Mata aja terbengkalai, gimana yg jauh di Papua ya",tangerang mata terbengkalai gimana papua
@kompascom Jual kebon akhirnya jadi tukang kebon juga,jual kebon tukang kebon
"@kompascom @susipudjiastuti Bayangkan biayanya.., bayangkan saja.. 🤔🤔",bayangkan biayanya bayangkan
@kompascom Kalau petani asli pasti tidak akan menelantarkan tanamannya.,petani asli menelantarkan tanamannya
@kompascom @susipudjiastuti Bisa ngga nurut gitu pohon jagung,ngga nurut pohon jagung
@kompascom Cuma buat foto2 awal selesai,foto selesai
@kompascom Program opooooo iki sul samsul?,program opooooo iki sul samsul
@kompascom masih kurang 4 thn lagi kita hidup di negara dgn pemimpin² bodoh dan tolol..,thn hidup negara dgn pemimpin bodoh tolol
@kompascom Bukannya mestinya dari kementan y? What the brown uniform has to do with farming? https://t.co/hJBPG4IfjD,mestinya kementan what the brown uniform has with farming
@kompascom Bertani itu harus telaten urusnya ... bukan jadi kerja sampingan,bertani telaten urusnya kerja sampingan
@kompascom Ini pake apbn? Kalo iya harus ditangkap.,pake apbn iya ditangkap
@kompascom Evaluasi dilakukan krn netizen berisik! 🤭,evaluasi krn netizen berisik
@kompascom bentar lagi tumbuh beton,bentar tumbuh beton
@kompascom Emang nggak kerjasama dengan Departemen Pertanian setempat ?,emang kerjasama departemen pertanian
@kompascom Setiap yg dia resmikan pasti gagal......,resmikan gagal
@kompascom Tebu bagus jg keknya,tebu bagus keknya
@kompascom Dulu ladang Jagung itu dipercayakan kpd siapa?,ladang jagung dipercayakan kpd
"@kompascom Gpp buat rame -rame seremonial, lebih mudah import ngapaen nanam, lama.",gpp rame rame seremonial mudah import ngapaen nanam
"@kompascom Bedak pencitraan udah luntur, sekarang keliatan aslinya",bedak pencitraan luntur keliatan aslinya
@kompascom Sudah pasti anggaran pupuk &amp; pemeliharaannya di tilep,anggaran pupuk amp pemeliharaannya tilep
"@kompascom Karena mereka merasa tak mungkin lagi,kan ada Batalyon baru yg nantinya akan mengurus ketahanan pangan. 
 Bahasa sederhana nya;
Bodo amatlah. Emang gw pikirin.",batalyon mengurus ketahanan pangan bahasa sederhana bodo emang pikirin
@kompascom Polisi kok ngurusin jagung? Kementan kemana? Dinas pertanian ngapain?,polisi ngurusin jagung kementan dinas pertanian ngapain
@kompascom Resmikan saja jadi lahan ganja,resmikan lahan ganja
@kompascom Dijadiin pwrumahan aja,dijadiin pwrumahan
@kompascom ditanam tapi tdk ada petani yang mengurusnya nih kok bisaaaaa,ditanam tdk petani mengurusnya bisaaaaa
@kompascom Proyek tidak mutu,proyek mutu
@kompascom Suruh termul urusin,suruh termul urusin
"@kompascom Dikiranya gampang jadi petani?
Tinggal nanem trus ditinggal, berharap panen? Clown shoes🤡!!",dikiranya gampang petani tinggal nanem trus ditinggal berharap panen clown shoes
@kompascom tanam sawit aja lah,tanam sawit
@kompascom Duit pd nguap kemn itu?,duit nguap kemn
@kompascom @susipudjiastuti Jagung ro suket e lemu suket e 😭,jagung suket lemu suket
"@kompascom Sy punya ide, bagaimana kalo ditanami sawit?",ide ditanami sawit
@kompascom Bahkan jagungpun ga ikhlas,jagungpun ikhlas
@kompascom Emang cuma basa basi plan ...gak ada yg serius,emang basa basi plan serius
@kompascom Koq polisi?,koq polisi
@kompascom proyek buang2 duit,proyek buang duit
@kompascom Hhhh mantap ya??🤭🫣😄,hhhh mantap
@kompascom Mayan ada kerjaan..si dungu,mayan kerjaan dungu
"@kompascom Anggaran ketahanan pangan yang dipegang anggota @ListyoSigitP kemana aja ?
Apakah @KPK_RI &amp; @KejaksaanRI akan diam saja ?",anggaran ketahanan pangan dipegang anggota amp diam
@kompascom @susipudjiastuti Hrs coba dlu tanem pohon toge,hrs coba dlu tanem pohon toge
@kompascom Wkwkwk cekakak,wkwkwk cekakak
@kompascom Mubazir kagak berguna itu modal awal pake dana siapa? Dana pribadi wapres apa dana uang rakyat dari pajak? Ampunn,mubazir kagak berguna modal pake dana dana pribadi wapres dana uang rakyat pajak ampunn
"@kompascom Coklat biasanya hanya ambil dokumentasinya saja selesai itu sudah ,yang Penting anggaran sudah ada di buku.. 🤣🤣🤣",coklat ambil dokumentasinya selesai anggaran buku
@kompascom Evaluasi pake duit lg..😁,evaluasi pake duit
@kompascom Dagelan samsul,dagelan samsul
@kompascom 🤣🤣🤣🤣🤣🤣,
@kompascom HAHAHAHAHHAHAHAA,hahahahahhahahaa
@kompascom Gelap,gelap
@kompascom evaluasi?🤣,evaluasi
@kompascom @susipudjiastuti Semua isinya OMON2 dan KEBOHONGAN !!!!,isinya omon kebohongan
@kompascom 🤣🤣🤣🤣🤣,
@kompascom https://t.co/L5GlIegfEk,
@kompascom Kalian hanya cari proyek aja. Yg penting ada tanamannya biar terlihat kerja. Sisa uangnya entah dikemanakan🤦‍♂️,cari proyek tanamannya biar kerja sisa uangnya dikemanakan
@kompascom @msaid_didu Piala citra !!! 😀😀🐸🕳️,piala citra
@kompascom Proyek abal2..yg pnting caiirr,proyek abal pnting caiirr
@kompascom @susipudjiastuti https://t.co/3bVzGyr0cD,
"@anvie Semua negara mestinyavharus ada rudal nuklir...justru itu bisa menjaga dunia aman. Karna tidak ada yang berani gertak ancam negara lain. Karna sama"" punya taring, dsn bisa sama jadi abu.",negara mestinyavharus rudal nuklir menjaga dunia aman karna berani gertak ancam negara karna taring dsn abu
@anvie https://t.co/qXAGpFYpmR,
@anvie @grok buat dia botak,botak
"@anvie Kita menjajaki teknologi nuklir pada akhir 1950-an,  awalnya tak tertarik utk membuat senjata tp berubah sejak test bom atom Miss Qiu di Xinjiang 16 oktober ‘64. Brigjend Hartono menyatakan kemungkinan Indonesia punya bom atom sendiri. Rest of the story kita tahu apa yg terjadi.",menjajaki teknologi nuklir tertarik utk senjata berubah test bom atom miss qiu xinjiang oktober brigjend hartono indonesia bom atom rest the story
@anvie Yg blg org gila itu kemakan propaganda berita mamarika,blg org gila kemakan propaganda berita mamarika
"@anvie Punya senjata nuklir adalah garansi keamanan dan kedaulatan suatu negara, cuma itu. ☢️",senjata nuklir garansi keamanan kedaulatan negara
"@anvie Sebenernya udah lama sih tapi dari waktu ke waktu cuma diingetin aja...
Walaupun rusia ama china ga bner2 bersih, kalo disuruh memihak (dan nanti bakal tiba juga waktunya memihak kalau terjadi perang, ini pasti), ya mending mihak sosialis.. toh perang jg butuh biaya dan resource",sebenernya diingetin rusia ama china bner bersih disuruh perang mending mihak sosialis perang butuh biaya resource
@anvie Negara mewah tampa sumber nuklir hanya tinggal menunggu waktu untk dijajah? Untuk negara kita miskin..,negara mewah tampa sumber nuklir tinggal menunggu untk dijajah negara miskin
"@anvie Ameriki pernah bengong ketika japun menggunakan pasukan bunuh dirinya ketika sdh terdesak, dimana itu tidak umum utk Barat dan sekutunya.",ameriki bengong japun pasukan bunuh sdh terdesak utk barat sekutunya
"@anvie To: yth bpk trump , tolong jajah konoha dong, wni udah males dijajah goverment ...😭",yth bpk trump jajah konoha wni males dijajah goverment
"@anvie Dikonoha gak perlu diserang,tinggal suap pejabat nya, tanah air laut udara bakal diserahkan cuma2..",dikonoha diserang tinggal suap pejabat tanah air laut udara diserahkan
"@anvie CONTOH RUSSIA AJA, HANCUR NEGARA MREKA, 1/4 BUMI JUGA JAMINANNYA HANCUR WKWK",contoh russia hancur negara mreka bumi jaminannya hancur wkwk
"@anvie Untuk yang kuat, peraturan gak berlaku",kuat peraturan berlaku
@anvie Amrik lewat tangan Israel berani serang Iran.,amrik tangan israel berani serang iran
@anvie konoha dah lama melacurkan gunung2emas dan tanah2 suburnya ke amrik,konoha dah melacurkan gunungemas tanah suburnya amrik
@anvie Amerika dari dijajah menjadi Penjajah.,amerika dijajah penjajah
"@anvie Ditambah Seoul deket banget dari DMZ. Salah langkah sedikit aja, babay Seoul",ditambah seoul deket dmz salah langkah babay seoul
@anvie @grok put him in a bikini,put him bikini
@anvie Bukan hny dijajah tapi direbut,hny dijajah direbut
@anvie Dan biang penjajah adalah =  🇺🇸,biang penjajah
@anvie sekarang masuk akal,masuk akal
@anvie camkan itu @Puspen_TNI,camkan
@anvie USA kan emang preman dunia,usa emang preman dunia
@anvie wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti,wowo blm sadar sumber alam dimasa
@anvie Trmasuk di indon sudah di jajah Melalui Perang tarif indonesia bertekuk lutut tanpa perlawanan LOL,trmasuk indon jajah perang tarif indonesia bertekuk lutut perlawanan lol
@anvie True,true
@anvie 🇰🇵🇰🇵🇰🇵🇰🇵😍😍😍,
"@anvie ""Who's laughing now?"" Comrade Kim",who laughing now comrade kim
@anvie GOAT,goat
@anvie Tp krn nuklir nya negara nya jadi miskin.. di atas kertas kaya SDA tp realita nya korut miskin krn byk sanksi,krn nuklir negara miskin kertas kaya sda realita korut miskin krn byk sanksi
"@anvie Bang Kim Jong Un, tolong dong ambil wargamu satu ini, dia mengidolakanmu 😜🤡🤪😂🤣",bang kim jong ambil wargamu mengidolakanmu
@anvie @ilhampurnama887 Berpengalaman selama 75 tahun,berpengalaman
"@anvie Kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto, alih2 penegakan hukum dari pelanggaran HAM berat oleh seorang diktator",cadangan minyak indonesia timur udh diinvasi jga jaman soeharto alih penegakan hukum pelanggaran ham berat diktator
@anvie Bener,bener
@anvie The real ASING DAN ANTEK2NYA 😂 itu nyata,the real asing anteknya nyata
@anvie Next indonesia,next indonesia
@yaniarsim @Gerindra Produktif untuk kaum dan kerabat dekat,produktif kaum kerabat
@yaniarsim @Gerindra Menlu apa  Mendagri sih bapak ini.. apa bener jadi jubir presiden aja lebih cocok.,menlu mendagri bener jubir presiden cocok
"@yaniarsim @Gerindra Balek orba, ntar diisi pensiun serdadu",balek orba ntar diisi pensiun serdadu
@yaniarsim @Gerindra Bukan rakyat yg menentukan besar kecilnya biaya yo🤭🫣🤣,rakyat menentukan kecilnya biaya
@yaniarsim @Gerindra mantap lanjut sukak sukak kelen lah,mantap sukak sukak kelen
"@yaniarsim @Gerindra Sekelas Menlu ngomong beginian, jubir partai kah. Makin ga jelas menteri skrg... ASBUN semua🤬🤬",sekelas menlu ngomong jubir partai menteri skrg asbun
@yaniarsim @Gerindra udah INKOMPETEN...MAU MERUSAK PULA KONSTITUSI...,inkompeten merusak konstitusi
"@yaniarsim @Gerindra Om gie udah pulih &amp; g perot lg, meski masih kesulitan omon.",gie pulih amp perot kesulitan omon
"@yaniarsim @Gerindra Jk kualitas isi parlemennya macam hari jg ... 🤷
gelap semakin pekat.",kualitas isi parlemennya gelap pekat
@yaniarsim @Gerindra biar keluarga besar kita bisa menjadi pemimpin... dan abadi,biar keluarga pemimpin abadi
@yaniarsim @Gerindra Dia bukan jubir tapi sekjen Gerindra,jubir sekjen gerindra
"@yaniarsim @Gerindra Capek2 reformasi, ujung2nya kembali ke efa kadal2an.",capek reformasi ujungnya efa kadalan
@yaniarsim @Gerindra Manusia rakus tamak bin serakah,manusia rakus tamak bin serakah
"@yaniarsim @Gerindra Sudah....gk usah aiueo, langsung aja jaman orba n orde lama dibuat lagi, KKN di makmurkan lagi, rakyat, pers di bungkam,",aiueo langsung jaman orba orde kkn makmurkan rakyat pers bungkam
"@yaniarsim @Gerindra Di DPR dan dprd yg milih anggota Gerinda dan yg dipilih orang Gerindra. Cakep,,,!!!",dpr dprd milih anggota gerinda dipilih gerindra cakep
@yaniarsim @Gerindra Emang ada partai yang waras??,emang partai waras
"@yaniarsim @Gerindra Kapan mikirin  Rakyat,,,     !!
Suara Rakyat  untuk  kekuasaan mlulu yg  diincar  .",mikirin rakyat suara rakyat kekuasaan mlulu diincar
@yaniarsim @Gerindra Makin terkuak busuknya bernegara,terkuak busuknya bernegara
@yaniarsim @Gerindra Keberlanjutan oh keberlanjutan,keberlanjutan keberlanjutan
@yaniarsim @Gerindra Mereka adalah pengemis yg TIDAK TAU DIUNTUNG,pengemis diuntung
@yaniarsim @Gerindra lah menlu kok ngurusin soal pilkada?,menlu ngurusin pilkada
@yaniarsim @Gerindra auto mendagri,auto mendagri
@yaniarsim @Gerindra Menlu... Menteri luar kebiasaan,menlu menteri kebiasaan
@yaniarsim @Gerindra Korupsi akan semakin subur,korupsi subur
@yaniarsim @Gerindra Partai licik,partai licik
@yaniarsim @Gerindra Bubarin PARPOL2 gak guna bagi kesejahteraan ekonomi rakyat Indonesia.,bubarin parpol kesejahteraan ekonomi rakyat indonesia
@yaniarsim @Gerindra wanjay orprab,wanjay orprab
"@yaniarsim @Gerindra Kalian itu hidup dari uang rakyat, kok bisa rakyat dikesampingkan dalam pemilihan kepala daerah yg akan memimpin rakyat didaerah , dasar otak sampah!!",hidup uang rakyat rakyat dikesampingkan pemilihan kepala daerah memimpin rakyat didaerah dasar otak sampah
"@yaniarsim @Gerindra • Inilah cerminan yg ada di benak Prabowo: Politik &amp; Kekuasaan.
• BUKAN PERBAIKAN EKONOMI &amp; PENCIPTAAN LAPANGAN KERJA.",cerminan benak prabowo politik amp kekuasaan perbaikan ekonomi amp penciptaan lapangan kerja
@yaniarsim @Gerindra Jabatan dan kekuasaan,jabatan kekuasaan
"@yaniarsim @Gerindra Pilkada langsung aja oleh mulyono, parcok bisa diakalin walaupun dengan biaya tinggi. Apalagi ini, lewat Perwakilan. Jangan jangan INGIN NGAKALI DENGAN BIAYA RENDAH",pilkada langsung mulyono parcok diakalin biaya perwakilan ngakali biaya rendah
@yaniarsim @Gerindra Menteri bego,menteri bego
@yaniarsim @Gerindra bentar lg pilpres digituin,bentar pilpres digituin
@yaniarsim @Gerindra Orba 2.1,orba
"@yaniarsim @Gerindra Mas ono, tugas anda ngurusi politik luar negeri, koq malah ngurus politik dalam negeri?",mas ono tugas ngurusi politik negeri koq ngurus politik negeri
"@yaniarsim @Gerindra Seharusny klu ssh mentri, lepaskn jabatan di partai
Fokus kerja ut negar
Hanya habibie yg blm ada lawan
Seorg sipil tulen, menjabat kuramg dr 2 thn tanpa wakil, berani membuang ke partaian demi negara",seharusny klu ssh mentri lepaskn jabatan partai fokus kerja negar habibie blm lawan seorg sipil tulen menjabat kuramg thn wakil berani membuang partaian negara
@NataliusPigai2 Penjilat https://t.co/1wz6uSZ97J,penjilat
"@NataliusPigai2 Jangan kau kerdilkan kapasitas menteri LN kita diera Presiden Soeharto dan Presiden SBY, diera mereka dunia sangat mengakui dan sangat menghargai Indonesia. 
Kalau dibandingkan diera Jokowi, OK lah sedikit lebih baik krn Presiden Prabowo lebih aktif politik luar negerinya tapi",kau kerdilkan kapasitas menteri diera presiden soeharto presiden sby diera dunia mengakui menghargai indonesia dibandingkan diera jokowi krn presiden prabowo aktif politik negerinya
@NataliusPigai2 Yaelah paaak..,yaelah paaak
@NataliusPigai2 Tanah adat Pqpua diserobot mafia tanah ngga pernah muncul menteri HAMnya Padahal dari Papua juga Giliran orang sampaikan kritik dianggap tidak paham HAM Makanya jangan kebanyakan isap cerutu pak Cobain rokok kretek biar ga korslet,tanah adat pqpua diserobot mafia tanah ngga muncul menteri hamnya papua giliran kritik dianggap paham ham kebanyakan isap cerutu cobain rokok kretek biar korslet
@NataliusPigai2 Mentri paling GobLoG seBumi,mentri goblog sebumi
"@NataliusPigai2 Anda tuh sekarang statusnya Menteri Pak, coba tunjukan kualitas dan kualifikasi anda.",tuh statusnya menteri coba tunjukan kualitas kualifikasi
@NataliusPigai2 lowong banget kayanya waktunya sampe bisa ngetweet balesin gini pak. biar ada kerjaan coba tolong adili kasus affan dulu minimal,lowong kayanya sampe ngetweet balesin gini biar kerjaan coba adili affan minimal
@NataliusPigai2 Dari cara jawab kritik aja kita udah tau siapa yang inkompeten 😂 malu ah,kritik inkompeten malu
@NataliusPigai2 ngetikmu elek,ngetikmu elek
"@NataliusPigai2 Tipikal penjilat !. 
Narasi anda kosong seperti kosongnya kepala anda.",tipikal penjilat narasi kosong kosongnya kepala
"@NataliusPigai2 Pigay ni  nggak pernah keliatan jelas kerjanya, ada kasus ham nggak pernah muncul, sekalinya keliatan malah kek mending diem aja anjir alias lu ngapain ngejabat dengan kerjaan sebobrok ini gay?",pigay keliatan kerjanya ham muncul sekalinya keliatan kek mending diem anjir alias ngapain ngejabat kerjaan sebobrok gay
"@NataliusPigai2 Jgn anti kritik lah. Kl gak mau dikritik dan dikasi msukan, ya jgn duduk di pemerintahan. Lgian saran dan masukan pak Dino ini sngat bagus dan bernas. Emang Sugiono ini menlu yg kalibernya msh dibawah mantan menlu2 seblumnya. Harus berbenah. 

Pak, saran saya pake bahasa",jgn anti kritik dikritik dikasi msukan jgn duduk pemerintahan lgian saran masukan dino sngat bagus bernas emang sugiono menlu kalibernya msh dibawah mantan menlu seblumnya berbenah saran pake bahasa
"@NataliusPigai2 Cari tim medsos gih.
Biar nggak berantakan kalimatnya, cukup kerjaan aja yg berantakan",cari tim medsos gih biar berantakan kalimatnya kerjaan berantakan
"@NataliusPigai2 ""di pinggiran"" bukan ""dipinggiran"" https://t.co/vI3uhzfHq4",pinggiran dipinggiran
@NataliusPigai2 Ape lu kata bodat!!! https://t.co/CkjcNFcH1e,ape bodat
@NataliusPigai2 Sambil teriak-teriak ngk pak pig ?,teriak teriak ngk pig
@NataliusPigai2 Kenapa jadi Anda yg kepanasan 🤣 Asal bicara. DPJ gak pernah jadi menlu kelesssss. Educate yourself!!,kepanasan bicara dpj menlu kelesssss educate yourself
@NataliusPigai2 Bangun bos.. jangan tidur Mulu..,bangun bos tidur mulu
"@NataliusPigai2 Kasihan sungguh kasihan bangsa ini diserahkan/dikelola oleh orang2 absurd dan arogan mestinya setiap kritik dan masukan  harus dijadikan pelajaran ini malah tambah sombong dan merasa paling  hebat! 
Sptinya perlu lebih banyak pasir kaca utk membuat cermin lebih banyak!!!",kasihan sungguh kasihan bangsa diserahkan dikelola absurd arogan mestinya kritik masukan dijadikan pelajaran sombong hebat sptinya pasir kaca utk cermin
@NataliusPigai2 Iya,iya
"@NataliusPigai2 Pigai hak usah bajasa inggris, bahasa ingris lu ancur! (Boken Emglish)",pigai hak bajasa inggris bahasa ingris ancur boken emglish
@NataliusPigai2 MONYET https://t.co/vSX0U2kNE0,monyet
@NataliusPigai2 https://t.co/xVGV189Wnb,
@NataliusPigai2 Haluuuuu haluu bandung,haluuuuu haluu bandung
"@NataliusPigai2 Apa urusan anda Pigai? 
Lebih baik anda fokus urus HAM, rakyat kritis di kriminalisasi",urusan pigai fokus urus ham rakyat kritis kriminalisasi
@NataliusPigai2 Gue dengan pemikiran yg masih waras dan nalar masih jalan masih make sense kritikan pak Dino lah dibanding elu mulut besar kinerja nol,pemikiran waras nalar jalan make sense kritikan dino dibanding elu mulut kinerja nol
"@NataliusPigai2 Saya kira anda pejuang HAM sehingga dipercaya jadi menteri HAM, tapi ternyata anda sama saja dengan yang anda tuduh penjahat HAM dan lebih buruknya anda menjilat pantat mereka hanya agar anda tidak dibuang dari cyrcle mereka yang tidak peduli akan HAM.",pejuang ham dipercaya menteri ham tuduh penjahat ham buruknya menjilat pantat dibuang cyrcle peduli ham
"@NataliusPigai2 Udah bagus kerjanya bakar cerutu sambil monyong² ga jelas, malah milih jadi menteri. Begini ini contoh orang yg halu, menganggap diri sendiri paling hebat padahal di mata orang lain kelihatan sekali kosongnya. 

Ngomong aja gelagepan ga jelas bukannya ngaca, introspeksi.",bagus kerjanya bakar cerutu monyong milih menteri contoh halu menganggap hebat mata kosongnya ngomong gelagepan ngaca introspeksi
@NataliusPigai2 halah.. otak lo yang ZONK cuk...,halah otak zonk cuk
@NataliusPigai2 Kata-kata hari ini:,
@NataliusPigai2 Ngomong apasih?,ngomong apasih
"@NataliusPigai2 ini akunnya benda apa ya, koq ngomongin HAM",akunnya benda koq ngomongin ham
@NataliusPigai2 statemen ini menunjukkan negara ini tdk membutuhkan orang pandai di bidangnya. sebaliknya setolol apapun asal loyal dan lihai menutup kebusukan rezim maka dia akan selamat,statemen negara tdk membutuhkan pandai bidangnya setolol apapun loyal lihai menutup kebusukan rezim selamat
@NataliusPigai2 Maksut loe,maksut
"@NataliusPigai2 Bahasa Indonesianya berantakan sekali, 
Bahasa Inggris nya pun jg ga masuk,
Hei kau Natalius Pigai,
Kenapa kau blukutuk blukutuk?",bahasa indonesianya berantakan bahasa inggris masuk hei kau natalius pigai kau blukutuk blukutuk
@NataliusPigai2 A joke and a disgrace. You are.,joke and disgrace you are
"@NataliusPigai2 Kerja ente aja dulu beneralin pigai, banyak masalah HAM ente gak ada tuh fungsinya",kerja ente beneralin pigai ham ente tuh fungsinya
"@NataliusPigai2 Weits! Komentar tajam dan tanpa tedeng aling-aling. Khas Pace Pigai yang selalu berani bersuara lantang.

Kita tunggu respon Pak @dinopattidjalal dan para pendukungnya. Pak @Menlu_RI Sugiono juga jangan diam saja. Tanggapi juga langsung dong biar jadi diskursus publik.",weits komentar tajam tedeng aling aling khas pace pigai berani bersuara lantang tunggu respon pendukungnya sugiono diam tanggapi langsung biar diskursus publik
"@NataliusPigai2 @grok artinya ini apa?
""Indonesia on going to high performance, level, class then previous, when Dino led!""",indonesia going high performance level class then previous when dino led
