full_text_comments,full_text_comments_preprocessed
@RagilSemar Oo ini menlu nya ya?. . . Kirain ajudan,menlu kirain ajudan
@RagilSemar Level nya emang cuma se level kakek sugiono..,level emang level kakek sugiono
@RagilSemar Paling juga ngg bisa bahasa enggres,ngg bahasa enggres
@RagilSemar Yang katany lulusan luar negeri..menguasai 8bahasa mancanegara bukan siih,katany lulusan negeri menguasai bahasa mancanegara siih
"@RagilSemar ...lol, anak yesterday afternoon/kmaren sore magang jadi mentri, apprentices on the job training minister, kaco balo nkri kita rek, nauzubiLlah...",lol anak yesterday afternoon kmaren sore magang mentri apprentices the job training minister kaco balo nkri rek nauzubillah
"@RagilSemar Apa sekarang negara kita punya menlu..?
Siapa ?.
Di mana...?",negara menlu
"@RagilSemar Cukup Baik, Bagus, agak smart dan lmayan memuaskan......,
untuk ukuran pelawak ya........",bagus smart lmayan memuaskan ukuran pelawak
"@RagilSemar Bukan Menlu kalau nyambi jadi Sekjen Partai, itu namanya part timer !",menlu nyambi sekjen partai namanya part timer
@RagilSemar Lahhh level dia jauh dibawah marty natalegawa,lahhh level dibawah marty natalegawa
@RagilSemar Lah wong mmg ngga punya kompetensi.. satu2nya kompetensi adalah menjilat junjungan.. sekali lagi membuktikan bhw usia muda bukan mrpkan jaminan bahwa seseorang akan jd pemimpin yg baik dan benar..,mmg ngga kompetensi satunya kompetensi menjilat junjungan membuktikan bhw usia muda mrpkan jaminan pemimpin
@RagilSemar anak praktek kerja lapangan jgn di banding sama bu retno,anak praktek kerja lapangan jgn banding retno
@RagilSemar Yang ng angkat dia jadi menteri yg harus dipertanyakan,angkat menteri
@RagilSemar Ama mbak reno masih jauhhhhh aoagi syaril 🤣😂 da2 jaa,ama mbak reno jauhhhhh aoagi syaril jaa
"@RagilSemar Akan terlihat kok, mana emas mana tembaga. 
Akan ditampakkan pula, mana diplomat asli mana diplomat asal jadi.",emas tembaga ditampakkan diplomat asli diplomat
"@RagilSemar Bisa bahasa inggris bukan alasan sebagai MENLU,  sebaiknya untuk  MENLU adalah Diplomat karier orang yg sejak masuk Pegawai di  KEMENLU.",bahasa inggris alasan menlu menlu diplomat karier masuk pegawai kemenlu
@RagilSemar https://t.co/PqWDG7Ctbb,
"@RagilSemar Yujiem, Unpad, UI itu gudangnya calon2 diplomat yg mumpuni... Jgn cari lewat jalur partai politik",yujiem unpad gudangnya calon diplomat mumpuni jgn cari jalur partai politik
"@RagilSemar Bu Retno itu diplomat karier..
Juga pak Ali Alatas..
Atau pak Marty Natalegawa..",retno diplomat karier ali alatas marty natalegawa
@RagilSemar di Republik fufufafa mana ada yg bisa kerja..,republik fufufafa kerja
@RagilSemar Bandinginnya lebih cocok sama Alwi Shihab karena sama-sama non internal Kemlu,bandinginnya cocok alwi shihab non internal kemlu
"@RagilSemar Membagongkan,..awas pendukung garis keras Teddy marah"" kalau clanya dihujat..wkwwk",membagongkan awas pendukung garis keras teddy marah clanya dihujat wkwwk
@RagilSemar Dia malah sibuk ngurus pilkada,sibuk ngurus pilkada
@RagilSemar lbh cocok jaga counter pulsa,lbh cocok jaga counter pulsa
"@RagilSemar @ethadisaputra Indonesia keliatan sibuk kanan &amp; kiri, tapi tidak ada apa apanya ( nol besar)",indonesia keliatan sibuk kanan amp kiri apanya nol
@RagilSemar Saya amati muka nya seperti bersaudara sama nusron wahid,amati muka bersaudara nusron wahid
"@RagilSemar Ini mah pupuk/anak bawang dalam diplomasi LN gong
Cuma dibesar besarkan oleh pengembira",pupuk anak bawang diplomasi gong dibesar besarkan pengembira
@RagilSemar MenLu yang ini bukan Menteri Luar Negeri.. tapi lebih tepatnya Menteri Lunak (MenLu = Menteri Lunak)...,menlu menteri negeri tepatnya menteri lunak menlu menteri lunak
"@RagilSemar Apalagi kl dibandingkan dg Ali Alatas (alm), diplomat kawakan. 
Dia masih perlu magang kayaknya",dibandingkan ali alatas alm diplomat kawakan magang kayaknya
"@RagilSemar Ni orang gaada kapabilitas dan skill sama sekali. Masa iya sekelas jabatan menlu diisi oleh orang yang perannya hanya sekedar ""pengisi jabatan"" saja. We're cooked",gaada kapabilitas skill iya sekelas jabatan menlu diisi perannya sekedar pengisi jabatan cooked
"@RagilSemar Kabinet ini kabinet ZONK, mentri²nya nggak ada yg bener..",kabinet kabinet zonk mentri bener
"@RagilSemar Gak punya wibawa blas,jngankan dluar negeri,dlm negeri sj bnyak yg mnyangsikan. Kalau cuma modal bhsa asing doang mah ank sd jg bnyak yg lbih fasih",wibawa blas jngankan dluar negeri dlm negeri bnyak mnyangsikan modal bhsa asing doang ank bnyak lbih fasih
"@RagilSemar Masih ingusan, serius..!!!
Tapi ORA umbelen Lo, kan ORA pilek",ingusan serius ora umbelen ora pilek
@RagilSemar Jgn bandingin pejabat hasil meritokrasi dg pejabat hasil KKN doang...,jgn bandingin pejabat hasil meritokrasi pejabat hasil kkn doang
@RagilSemar Apa kinerja Kemenlu paling gagal dlm sejarah bangsa ini,kinerja kemenlu gagal dlm sejarah bangsa
"@RagilSemar @Daeng_LeoMks Yg bersangkutan dg yg terdahulu ibarat roda kendaraan depan &amp; belakang, gak akan pernah sejajar 😂😂",bersangkutan roda kendaraan amp sejajar
@RagilSemar Apa yg mau di amati lah wong gak keliatan,amati keliatan
@RagilSemar Kedekatan tanpa kompetensi...itulah kelompok badut obesitas,kedekatan kompetensi kelompok badut obesitas
@RagilSemar #rinduPemikiranJamankemerdekaan,rindupemikiranjamankemerdekaan
@RagilSemar Kita sekarang ini seperti tidak memiliki menlu,memiliki menlu
@RagilSemar Cocok nya jadi kades Hambalang aja ketimbang jd menlu...,cocok kades hambalang ketimbang menlu
"@RagilSemar Emang salah dari awal, orang karirnya udah mateng di Japan kok ditarik pulang 😬😬😬",emang salah karirnya mateng japan ditarik pulang
@RagilSemar modal bisa 5 bahasa daerah jd menlu,modal bahasa daerah menlu
"@RagilSemar Ibarat driver, disuru presiden nyetir mobil bmw, padahal si driver gak bisa bawa mobil/nyetir 😂",driver disuru presiden nyetir mobil bmw driver bawa mobil nyetir
@RagilSemar Ibarat pisang mateng karena di karbit rasanya gak enak 😀,pisang mateng karbit enak
"@RagilSemar Menlu sudah seharusnya diganti, jabatan jangan diberikan hanya karena kedekatan",menlu diganti jabatan kedekatan
@RagilSemar Pak Marty Natalegawa donk yg paten,marty natalegawa donk paten
"@RagilSemar Bisa joget doang, urusan LN gatau apa”",joget doang urusan gatau
@RagilSemar @Rahadi240987455 Doi emang pendiam ... eh pemalu ...,doi emang pendiam pemalu
"@RagilSemar Tukang ramal bilang akan ada menteri diganti krn kurang kompeten; laki2, berkacamata, rambut tipis (mirip cepak), tinggi badan kurang dari 170cm.",tukang ramal bilang menteri diganti krn kompeten laki berkacamata rambut tipis cepak badan
@RagilSemar Mendingan RI gak punya Menlu kek gini,mendingan menlu kek gini
"@RagilSemar kirain kita gak punya Menlu 
ada to rupanya,sepi sepi aja soalnya terhadap isu dunia",kirain menlu sepi sepi isu dunia
@RagilSemar Anak kecil di kasih jabatan mentereng,anak kasih jabatan mentereng
@RagilSemar Harusnya ini orang jadi Wamen dulu lah atau staf ahli kek,wamen staf ahli kek
"@RagilSemar Bandingin sama bu Retno aja dulu, 11 dr 100 jg kyknya",bandingin retno kyknya
@RagilSemar Bagaimana punggung merindukan bulan,punggung merindukan
@RagilSemar Menlu ko malah sibuk urus pilkada tidak langsung/DPRD.,menlu sibuk urus pilkada langsung dprd
@RagilSemar Muka KOSONGNYA naujubillah,muka kosongnya naujubillah
@msaid_didu Meeoooonggg...meeooooonggg,meeoooonggg meeooooonggg
@msaid_didu Sibuk ngurusin hal2 yg bikin beliau 'kaget',sibuk ngurusin bikin beliau kaget
@msaid_didu wah bisa semua negara di ganggu trump,negara ganggu trump
"@msaid_didu Kapan prabowo dan jokowi di tangkap ya sm AS ? 🤔
Ngarepdotcom",prabowo jokowi tangkap ngarepdotcom
"@msaid_didu Pemerintah dan aparat RI tidak akan berani membuka konflik dg asing. Konflik hanya boleh dg rakyat. Jika tentaranya gak mau membuka konflik thd TKA ngehe, maka presidennya pun begitu. Gak akan berani membuka konflik thd presiden ngehe negara lain.",pemerintah aparat berani membuka konflik asing konflik rakyat tentaranya membuka konflik thd tka ngehe presidennya berani membuka konflik thd presiden ngehe negara
@msaid_didu Takut di culik juga,takut culik
"@msaid_didu Lah kacungnya trump itu @prabowo , kena sanksi kemarin aja nyembah2, lagian Amerika udah menguasai Indonesia dari segitu sumber daya alam dan orangnya, jadi ya gitu, ingat kata pepatah : lebih enak melihara a****** daripada manusia, manusia mudah lupa tapi kalau a**** tidak 😌",kacungnya trump kena sanksi kemarin nyembah amerika menguasai indonesia segitu sumber daya alam orangnya pepatah enak melihara manusia manusia mudah lupa
"@msaid_didu Presiden Konoha bersuara lantang "" HIDUP JOKOWI "" 😭😭",presiden konoha bersuara lantang hidup jokowi
"@msaid_didu Urusan culik menculik Trump ahlinya, ada tidak yg sama ???",urusan culik menculik trump ahlinya
@msaid_didu Kok saya mendengar kata menculik mengingatkan pada seseorang ? 🤡,mendengar menculik
@msaid_didu Trump trrnyata anggota team mawar,trump trrnyata anggota team mawar
"@msaid_didu kasih tahu trump , kirimkan pasukan deltanya, tangkap dan bawa wapres Indonesia kami ihlas.",kasih trump kirimkan pasukan deltanya tangkap bawa wapres indonesia ihlas
@msaid_didu Masih sibuk mikirin sawit,sibuk mikirin sawit
"@msaid_didu bermimpi pun jangan 
kalau kita mau mendengarkan ada pernyataan yg mengecam",bermimpi mendengarkan pernyataan mengecam
"@msaid_didu Harap maklum lah pak omon omon di dalam negri aja macan sudah jadi embe, seperti pendahulunya, cuma jago di dalam negri omon omon",harap maklum omon omon negri macan embe pendahulunya jago negri omon omon
@msaid_didu Ayam sayur @prabowo,ayam sayur
@msaid_didu Takut atuh kalau mengkritik paman mah. Bisa diculik juga.,takut atuh mengkritik paman diculik
@msaid_didu Pmimpin konoha cuma berani sma rkyatnya,pmimpin konoha berani sma rkyatnya
@msaid_didu Takut diculik juga kali Daeng,takut diculik kali daeng
@msaid_didu 2029_Ganti Presiden aja lah. Yang bisa bener pilih kawan,_ganti presiden bener pilih kawan
@msaid_didu Situ kangen diculik kong? 🤣🤣,situ kangen diculik kong
@msaid_didu @anas_anakrantau Waduhhhh.... https://t.co/IjYwvqpu0Y,waduhhhh
@msaid_didu Masa penculik mengecam penculikan???,penculik mengecam penculikan
"@msaid_didu Heleeehh...gayamu dul, kl sm owi ngomong aja kasar...giliran sm owo kenapa sopan banget du...jdlh manusia merdeka dong, owo itu sangat layak dikritik bahkan lebih dr skadar kritik. Langsung aja bilang owo takut sm trump, saat ini diam saja??? Lngsung gitu...tp jangn lp tand tnya?",heleeehh gayamu dul owi ngomong kasar giliran owo sopan jdlh manusia merdeka owo layak dikritik skadar kritik langsung bilang owo takut trump diam lngsung jangn tand tnya
@msaid_didu Wowo: Kita adalah bangsa yang besar,wowo bangsa
@msaid_didu Paling ga tau beritanya pak,beritanya
@msaid_didu Masih nuansa libur tahun baru,nuansa libur
@msaid_didu Emang bangsa In******* beradab?,emang bangsa beradab
@msaid_didu Tidak berani 😅,berani
@msaid_didu Beliau lagi masuk portal waktu ke tahun 2021 🗿,beliau masuk portal
"@msaid_didu Presiden yg tak beradab akan diam, lebih penting sawit",presiden beradab diam sawit
@msaid_didu Menculik? Kedengarannya tidak asing....na na na na,menculik kedengarannya asing
@msaid_didu Gak ush diharapkan pak.,ush diharapkan
@msaid_didu Lagi nanya ke solo dulu pak.,nanya solo
@msaid_didu Si paling ontak antek osang aseng asing diem aja 🤣🤣🤣🤣,ontak antek osang aseng asing diem
"@msaid_didu Jangankan sama presiden AS Trump,sama Mulyono saja takut...",presiden trump mulyono takut
@msaid_didu Berharap Diculik saja sama wakil dan kabinet nya sekalian...,berharap diculik wakil kabinet
@msaid_didu Sibut tanam sawit.,sibut tanam sawit
"@msaid_didu Bingung 
Mungkin belum denger 
Wkwkwkwk",bingung denger wkwkwkwk
@msaid_didu Lg sibuk nebarin benih sawit pleciden kita.,sibuk nebarin benih sawit pleciden
@msaid_didu mitar bisnis,mitar bisnis
@msaid_didu Kita ini bangsa yang besar yang dikerdilkan oleh pemimpin2nya.,bangsa dikerdilkan pemimpinnya
"@msaid_didu ""saya pengen ktemu erik""",pengen ktemu erik
"@msaid_didu Ntar.., lg mikir buat teks.",ntar mikir teks
@msaid_didu Ngurus lumpur pak,ngurus lumpur
@msaid_didu hmmmm menurut keyakinan saya...,hmmmm keyakinan
@msaid_didu .... hidup di thn 2021,hidup thn
@msaid_didu https://t.co/P9lBQqXnQl,
@msaid_didu Can I meet Erick?,can meet erick
@msaid_didu Atut atuh,atut atuh
"@msaid_didu omon-omon, macan ompong 🤭",omon omon macan ompong
"@msaid_didu Rakyat sendiri tertimpa bencana gagah banget mengenbalikah bantuan asing, melaksanakan ketertiban dunia yg merupakan amanat UUD 45 lembek banget, ini sih bukan bangsa besar tapi pemimpi mulut besar",rakyat tertimpa bencana gagah mengenbalikah bantuan asing melaksanakan ketertiban dunia amanat uud lembek bangsa pemimpi mulut
@msaid_didu Omon2 itu ulah antek aseng...,omon ulah antek aseng
@msaid_didu Ngurusi sawit 🤣,ngurusi sawit
@msaid_didu @dedentr Mana berani 😌,berani
@msaid_didu Mengapa harus Latah?,latah
@msaid_didu Kan bestie,bestie
@msaid_didu Masih tidur,tidur
@msaid_didu Banci kaleng...,banci kaleng
"@msaid_didu Kapan @POTUS masuk indonesia ?
Banyak sumber daya alam nya lho
Kita pun jd warga amrik 🤣",masuk indonesia sumber daya alam warga amrik
@msaid_didu Masih tololl,tololl
@msaid_didu Dia mah brengsek juga,brengsek
@msaid_didu Sibuk pidato,sibuk pidato
@msaid_didu Hidup raja jawa....,hidup raja jawa
@msaid_didu Dah ah biarin.... brisik....,dah biarin brisik
@msaid_didu Buat apa?,
"@msaid_didu Hhhrrgggggmmmmmhhh...
Menggumam...",hhhrrgggggmmmmmhhh menggumam
@msaid_didu OMON OMON,omon omon
@msaid_didu Meong....,meong
@msaid_didu masih bertanya - kapan bisa bertemu Eric ngga ya?,bertemu eric ngga
@msaid_didu @CamrySlamet Dua-duanya culik gapapa. Prabowo dan Jokowi tuh🤣,duanya culik gapapa prabowo jokowi tuh
@msaid_didu Omon2,omon
@msaid_didu Letsgo dukybg trump awkk,letsgo dukybg trump awkk
@msaid_didu Ngapain ikut²an usil ngurusin konfliknya orang lain? Urus aja masalah² dalam negeri.,ngapain usil ngurusin konfliknya urus negeri
"@msaid_didu Antumlah kecam President USA atau demo di kantor Dubes AS jakarta.
Jgan cuma ngedabruss doank spt habib yemen",antumlah kecam president usa demo kantor dubes jakarta jgan ngedabruss doank spt habib yemen
"@msaid_didu Arab Saudi menyerang Yaman, kemana Said Didu?",arab saudi menyerang yaman said didu
@msaid_didu https://t.co/f6mqLiG4Sf,
"@fadlizon @DPR_RI @Menlu_RI Apa gak sama presidennya bang, kan udah lebih dari 5 thun juga",presidennya bang thun
@fadlizon @DPR_RI @Menlu_RI Mantul nih jubir😉😉tanggung kenapa ngk jadi jubir pak Wowo gantiin @Dahnilanzar,mantul jubir tanggung ngk jubir wowo gantiin
@fadlizon @DPR_RI @Menlu_RI Buang kelaut aja org itu,buang kelaut org
"@fadlizon @DPR_RI @Menlu_RI Pengecut2 yg komentar miring bang, nyali ciuutt semua liat HRS pulang,apalagi rakyat biasa yg di sambut sangat luar biasa...,sampe2 ILC pun gak muncul dipermukaan...ditenggelamkan sesaat...aahh dasar semua dungu2..",pengecut komentar miring bang nyali ciuutt hrs pulang rakyat sambut sampe ilc muncul dipermukaan ditenggelamkan aahh dasar dungu
"@fadlizon @DPR_RI @Menlu_RI Masa udah dapet penghargaan bisanya cuma ngelawak pak dewan, klo myinyir yg keren dong 🤣",dapet penghargaan bisanya ngelawak dewan klo myinyir keren
"@fadlizon @DPR_RI @Menlu_RI Mana mungkin di ganti,,justru orang2 macam begini pasti di piara.",ganti piara
"@fadlizon @DPR_RI @Menlu_RI setuju sekali Bang, perlakuan pada HRS di Arab adalah cermin buruknya  kerja otoritas Indonesia di Arab dalam melindungi dan melayani warga negara indonesia di Arab..
komunikasi2 dan informasi dari Arab pada Jakarta juga sangat buruk,",setuju bang perlakuan hrs arab cermin buruknya kerja otoritas indonesia arab melindungi melayani warga negara indonesia arab komunikasi informasi arab jakarta buruk
@fadlizon @DPR_RI @Menlu_RI Sengaja dubesnya gitu krn dah bosen di sana.. bener tuh diganti aja.,sengaja dubesnya krn dah bosen bener tuh diganti
"@fadlizon @DPR_RI @Menlu_RI Saya setuju ganti saja duta besar RI utk saudi dengan Rizieq ,kan dia lebih familier disana dan sangat betah ..",setuju ganti duta utk saudi rizieq familier disana betah
@fadlizon @mak_anip @DPR_RI @Menlu_RI Se7,
@fadlizon @CakGiant @DPR_RI @Menlu_RI Dubes buzerrr,dubes buzerrr
@fadlizon @MoedaPejoeang @DPR_RI @Menlu_RI Copot jadiin ketua RT aja,copot jadiin ketua
"@fadlizon @DPR_RI @Menlu_RI Panggil, RDP !",panggil rdp
@fadlizon @DPR_RI @Menlu_RI Pindahkan ke Kongo,pindahkan kongo
"@fadlizon @DPR_RI @Menlu_RI Bagus nya SERUAN kek gini dari 3 TAHUN yLL bro,,, klo di MINTA skrg yah OTOMATISS di KABULIN,, kerjaan dia NGERJAIN HABIB 3,5 taun blakang dah KELAR,, 😂😂",bagus seruan kek gini yll klo skrg yah otomatiss kabulin kerjaan ngerjain habib taun blakang dah kelar
@fadlizon @msaid_didu @DPR_RI @Menlu_RI Bukankah itu yang dikehendaki bank....?,dikehendaki bank
@fadlizon @DPR_RI @Menlu_RI Dubes apaan itu ? di tempat sy jd Ketua RT sj tak laku yg begituan.,dubes ketua laku begituan
"@fadlizon @DPR_RI @Menlu_RI sama satu lagi om , bulu idungnya panjang bgt keluar”, khawatir kena kuah indomie ...itu aja sih 😢😥😢😥",bulu idungnya bgt khawatir kena kuah indomie
"@fadlizon @DPR_RI @Menlu_RI Ini atas nama pribadi apa sbg dpr..?
Kl sbg dpr sdh kah usul anda ini berembuk dl sm rakyat...krn dpr itu cm wakilnya
Dan saya sbg rakyat tdk lah setuju
Siapapun dia kl salah ya salah..jelek ya tetep jelek..jgn jelek di bilang baik...dusta itu namanya
Mantab pak @Menlu_RI",nama pribadi sbg dpr sbg dpr sdh usul berembuk rakyat krn dpr wakilnya sbg rakyat tdk setuju salah salah jelek tetep jelek jgn jelek bilang dusta namanya mantab
@fadlizon @DPR_RI @Menlu_RI Si TOMINGSE Tolong Mingkem Sedikit 🏃‍♂️🏃‍♂️😂,tomingse mingkem
"@fadlizon @FillahIchwan @DPR_RI @Menlu_RI Usul kok lewat twitter? Anda kan punya kwenangan sbg Anggota DPR tuk mengusulkan hal tsb secara langsung. Klo kami sih wajar klo usulnya lewat twitter secara mau ktmu anda2 itu sgt sulit. So, jgn memancing di air yg keruh bro.",usul twitter kwenangan sbg anggota dpr tuk mengusulkan tsb langsung klo wajar klo usulnya twitter ktmu sgt sulit jgn memancing air keruh
@fadlizon @DPR_RI @Menlu_RI B A C O T,
@fadlizon @DPR_RI @Menlu_RI Setuju mr @Fadlizon,setuju
"@fadlizon @DPR_RI @Menlu_RI Savage..
Copot jabatan @Menlu_RI",savage copot jabatan
@fadlizon @DPR_RI @Menlu_RI Justru ..kalo suka membully ..itu yg dicari ...,membully dicari
"@fadlizon @DPR_RI @Menlu_RI Bos Fadli ini ko sibuk banget tooo...hemmmm
Ngopi ngopiii",bos fadli sibuk tooo hemmmm ngopi ngopiii
@fadlizon @DPR_RI @Menlu_RI Setuju sekali,setuju
"@fadlizon @DPR_RI @Menlu_RI Kelihatan gk ngerti tugas, Bukan mengayomi warga di luar negri malah ngomongin warganya yg jelek2. Ngaku santri.",ngerti tugas mengayomi warga negri ngomongin warganya jelek ngaku santri
@fadlizon @DPR_RI @Menlu_RI Setuju Bang Fadli,setuju bang fadli
@fadlizon @3Vluzi @DPR_RI @Menlu_RI suruh pindah ke zimbabwe,suruh pindah zimbabwe
@fadlizon @DPR_RI @Menlu_RI Pecat aja agus'dubes cebong,pecat agus dubes cebong
@fadlizon @DPR_RI @Menlu_RI Buat nutupi kebongan mau jemput ..,nutupi kebongan jemput
@fadlizon @DPR_RI @Menlu_RI abis itu ganti orangnya Prabowo ye ngab?,abis ganti orangnya prabowo ngab
@fadlizon @DPR_RI @Menlu_RI Caper luuuuu....!!!,caper luuuuu
"@fadlizon @DPR_RI @Menlu_RI Saya rasa takkan memunculkan kepedulian pemerintah jk alasannya adalah terkait HRS, Bg. 
Begitu review saya..
Adakah cara lain utk meletakkan SOSOK TERBAIK DUBES RI yg bnr2 bisa membela, melindungi warga RI, di sana??",takkan memunculkan kepedulian pemerintah alasannya terkait hrs review adakah utk meletakkan sosok terbaik dubes bnr membela melindungi warga
@fadlizon @DPR_RI @Menlu_RI Setuju bang...👍,setuju bang
@fadlizon @10Harianto @DPR_RI @Menlu_RI Cakep bung 👍🏻,cakep
@fadlizon @DPR_RI @Menlu_RI Jangan berlaku miring supaya gak dikomentari miring.. ..,berlaku miring dikomentari miring
@fadlizon @DPR_RI @Menlu_RI Apa dubes gitu smua? Atau cm khusus di arab yg kaya gitu perlakuannya k HRS,dubes smua khusus arab kaya perlakuannya hrs
@fadlizon @DPR_RI @Menlu_RI Ok,
"@fadlizon @DPR_RI @Menlu_RI Tanpa di suruh Bentar lagi juga di ganti karna tidak bisa menjegal HRS pulang,,,,",suruh bentar ganti karna menjegal hrs pulang
@fadlizon @DPR_RI @Menlu_RI Emang komentar nya harus lurus gitu wlw yg terlihat bengkok?,emang komentar lurus wlw bengkok
@fadlizon @DPR_RI @Menlu_RI Apaan sih Pak?,
@fadlizon @DPR_RI @Menlu_RI Iya betul bang...  termasuk yang muka hitam tapi hati jangan  hitam juga dong,iya bang muka hitam hati hitam
@fadlizon @DPR_RI @Menlu_RI Waduh kalo gak di tanggapi bisa malu yg ngusulin pake nama dan jabatan lagi,tanggapi malu ngusulin pake nama jabatan
"@fadlizon @DPR_RI @Menlu_RI Parah itu kelakuan dubes, gile",parah kelakuan dubes gile
"@fadlizon @msaid_didu @DPR_RI @Menlu_RI Ko dimedsos bang.dah kaya anak ABG aja.ayo bang tetep berjuang dijalur yg sakral, saya dukung sepenuhnya.",dimedsos bang dah kaya anak abg ayo bang tetep berjuang dijalur sakral dukung sepenuhnya
@fadlizon @DPR_RI @Menlu_RI Mulai anak2 kita di ajarkan kalau LAPAR bilang LAPAR. Tau gak maksudnya dek @fadlizon,anak ajarkan lapar bilang lapar maksudnya dek
@fadlizon @DPR_RI @Menlu_RI Kalau dianggap menguntungkan rezim ya bisa sampai mati itu dubes !,dianggap menguntungkan rezim mati dubes
@fadlizon @Ariefm22 @DPR_RI @Menlu_RI Namanya juga dubes tunjukan mister presiden... ya begitu dong kerjanya. Tau sendiri khan kalo mister presiden itu anti habib riziek,namanya dubes tunjukan mister presiden kerjanya khan mister presiden anti habib riziek
@fadlizon @DPR_RI @Menlu_RI Ayo ngopi zonk,ayo ngopi zonk
@fadlizon @DPR_RI @Menlu_RI Kebenaran itu memang menyakitkan,kebenaran menyakitkan
@fadlizon @DPR_RI @Menlu_RI Dia bekerja atas perintah atasan,perintah atasan
@fadlizon @DPR_RI @Menlu_RI Rezim amburadul n pendukung genblung,rezim amburadul pendukung genblung
@fadlizon @DPR_RI @Menlu_RI Sebagai rakyat saya meminta kepada negara utk mencabut keanggotaan @fadlizon sebagai anggota Dewan Perwakilan Rakyat karena sebagai wakil rakyat kerjanya hanya masturbasi politik murahan dan tak pernah memperjuangkan nasib rakyatnya bersama pemerintah.,rakyat negara utk mencabut keanggotaan anggota dewan perwakilan rakyat wakil rakyat kerjanya masturbasi politik murahan memperjuangkan nasib rakyatnya pemerintah
"@fadlizon @DPR_RI @Menlu_RI Q sih sangat setuju usul yang mulia fadli zon 
Ku berharap yg mulia fadli zon mau jadi dubes nya",setuju usul mulia fadli zon berharap mulia fadli zon dubes
"@fadlizon @DPR_RI @Menlu_RI Bego lu zonk.. 

Si bibib kan emang kabur sendiri..gk lapor ke kedubes. 

Ngapain nglayanin yg gk jelas?",bego zonk bibib emang kabur lapor kedubes ngapain nglayanin
@fadlizon @DPR_RI @Menlu_RI Nah...ada apa ini..,
"@fadlizon Sbg rakyat Indonesia, sy usulkan kpd bapak @prabowo  agar segera menarik n mengganti anggota DPR spt orang ini. Yg bersangkutan sdh berada di sana berpuluh tahun. Komentarnya selalu miring soal pemerintah RI, pdhal anggota DPR RI seharusnya melayani,  melindungi n membela warga.",sbg rakyat indonesia usulkan kpd menarik mengganti anggota dpr spt bersangkutan sdh berpuluh komentarnya miring pemerintah pdhal anggota dpr melayani melindungi membela warga
"@fadlizon @HeriawanAdiwan2 @DPR_RI @Menlu_RI Dubes provokator itu,ga pantes bgt",dubes provokator pantes bgt
@fadlizon @DPR_RI @Menlu_RI Pengganti nya siapa ya?,pengganti
@fadlizon @DPR_RI @Menlu_RI Dubes paling goblok se dunia,dubes goblok dunia
@fadlizon @msaid_didu @DPR_RI @Menlu_RI Kalau Diplomat Karir mulut nya dijaga krn pengalaman!!,diplomat karir mulut dijaga krn pengalaman
@fadlizon @DPR_RI @Menlu_RI Dasar koplok itu,dasar koplok
@fadlizon @DPR_RI @Menlu_RI Yang mau dibela ga punya otak,dibela otak
@fadlizon @DPR_RI @Menlu_RI Zonk RIZIEQ kan gak butuh bantuan pemerintah dan bersumpah gak akan mengakui pemerintahan jkw kok gak malu ya balik ke indonesia,zonk rizieq butuh bantuan pemerintah bersumpah mengakui pemerintahan jkw malu indonesia
@fadlizon @DPR_RI @Menlu_RI Setuju sama bung @fadlizon semoga pak @fadlizon tetap istiqomah membela kebenaran. Amiin.,setuju semoga istiqomah membela kebenaran amiin
@fadlizon @DPR_RI @Menlu_RI Gas poollll,gas poollll
@fadlizon @msaid_didu @DPR_RI @Menlu_RI Diusulksn dng alasan seperti ini bisa td ditarik sampai 2024,diusulksn dng alasan ditarik
@fadlizon @DPR_RI @Menlu_RI Cari tu dubes yg cerdas dikit,cari dubes cerdas dikit
@fadlizon @DPR_RI @Menlu_RI Dubes sekaligus buzzerP,dubes buzzerp
@fadlizon @DPR_RI @Menlu_RI Ganti ama tengkuzul aja om walaupun matanyA ketutupan taik,ganti ama tengkuzul matanya ketutupan taik
@fadlizon @DPR_RI @Menlu_RI Gak kompeten..,kompeten
@fadlizon @madachiba @DPR_RI @Menlu_RI Pecat,pecat
"@fadlizon @DPR_RI @Menlu_RI Harus!!! 
👀",
@fadlizon @DPR_RI @Menlu_RI sebagai anggota komisi 1 @DPR_RI saya ngga ada gunanya,anggota komisi ngga gunanya
"@fadlizon @msaid_didu @DPR_RI @Menlu_RI Ya ga mungkinlah bangg, kl dilihat dr komen2nya selama ini... memang salahsatu tugasnya dalah mendegradasi dan menghambat kepulangan HRS. Tolong cek dari ormas mana asalnya?",mungkinlah bangg komennya salahsatu tugasnya dalah mendegradasi menghambat kepulangan hrs cek ormas asalnya
@fadlizon @DPR_RI @Menlu_RI Ganti fadli zone.,ganti fadli zone
"@fadlizon @DPR_RI @Menlu_RI Sebagai rakyat, saya mau ganti wakil"" rakyat dong, boleh?",rakyat ganti wakil rakyat
"@fadlizon @DPR_RI @Menlu_RI semoga sehat2 dan Sukses selalu, Aamiin🤲",semoga sehat sukses aamiin
@fadlizon @DPR_RI @Menlu_RI SETUJU BENAR Bang Fadli.,setuju bang fadli
@fadlizon @DPR_RI @Menlu_RI Setuju pak,setuju
@fadlizon @DPR_RI @Menlu_RI https://t.co/TgwYR54gpJ,
@fadlizon @DPR_RI @Menlu_RI Oke bang betul itu,oke bang
